0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
0.417022004702574,0.7203244934421581,0.00011437481734488664,0.30233257263183977,0.14675589081711304,0.0923385947687978,0.1862602113776709,0.34556072704304774,0.39676747423066994,0.538816734003357,0.4191945144032948,0.6852195003967595,0.20445224973151743,0.8781174363909454,0.027387593197926163,0.6704675101784022,0.41730480236712697,0.5586898284457517,0.14038693859523377,0.1981014890848788
4.29665209095972,4.411684634923372,3.7545871295024504,3.987031700149261,3.9611119822901943,3.8819452796864233,4.015855682246168,4.186833613015496,4.235889768795355,4.308558399014977,4.233489395067116,4.364711767223167,4.077290973885058,4.491078462640589,3.925714026197197,4.35280288107951,4.279498658913048,4.198671559840772,3.871501130512463,3.983048401745044
7.961833397850838,7.542751271500103,6.9014621047591165,7.282086396183723,7.551555386222324,7.421211298291369,7.578167873892304,7.79822919096729,7.756160961089358,7.676035991177054,7.635950427425497,7.661779582908336,7.574569424697979,7.703123338665627,7.465568221983238,7.708756456376593,7.707359929299747,7.313848321759293,7.177783850203834,7.614987631049752
10.758760211352762,9.47325612283179,9.697650537223137,11.078597531675047,11.376513838775807,10.616230843197384,10.665842964196083,11.040103350934151,10.753971979715805,10.477983465014638,10.646530407798576,10.783134652892349,10.699300819505158,10.658323883757847,10.637667150930778,10.710038199976967,10.424799234938416,10.084325725359292,10.642262402152056,11.389418202704146
10.689616470176881,11.882814137141642,15.557704718265684,16.485720755429046,12.576702983723584,11.086075532901274,13.561592138575833,14.841268061297384,13.162507470787347,12.638624719770725,13.845312287622244,14.022464979938453,13.133109541771352,13.006951778407105,13.346752111726161,13.186120002877942,13.005087903667443,13.761028899401452,14.493010126707292,12.923142740940147
16.38082183661336,23.370559485810478,16.9482918391951,3.4883981030276,6.870440879579709,17.350573052515887,25.60427579128817,14.020576810289516,7.457356737476338,15.11197782387931,21.294667725389253,15.675931994493887,11.599876858444022,15.484792820584074,18.472723828958827,16.599127386297138,15.215097205228945,15.138776158682452,12.680118478017214,11.486838475687296
9.528065292730348,-7.7139116166764925,-6.1677906080736715,-0.7326008951575277,10.052153294909994,31.702105023191997,-9.81986090224183,-11.92452606957012,-5.222854421314594,28.36300854011914,19.724902431214183,-13.235541534075798,8.033372907040416,33.681880073518215,18.878776251071404,-5.2923125840517,9.874679853374202,21.92009869325919,23.547409984285775,19.14906380878744
17.62827727574116,7.912296588447448,-0.46796928582685593,-0.6888551075862172,8.2201539218881,23.67945799113137,2.4526372959328624,22.473926131882124,25.124350029118613,-11.34244304429357,-15.908831665804055,0.8334952213976863,-35.48500264531713,2.9213603213243298,13.06786552207297,-19.773864300642146,-14.7493976813358,20.894098745735807,6.846335490226004,-21.808409085622078
-2.653298166599935,22.89431997108702,-2.782198228972007,7.005957641619778,22.957951464781903,30.458843051410227,-8.660743495635161,-3.4753242250294205,-6.487712531280686,-14.042480210819813,-27.180145939469856,16.457173518147467,-20.170621237644916,-6.727221344788578,11.836604146953285,-16.67691197495253,4.499717700410209,1.8589431564943408,6.279853970665522,-14.738239569610977
-15.094573690396121,-6.4630927578705295,22.058200345552148,20.541999398399124,-7.344274380105035,-24.09140083731143,-12.592008648687994,-4.414146700982713,6.968364279182734,-12.110271539322275,-26.425843299798615,-15.203425037395242,8.224128159859609,8.431337623252094,14.335383322931232,2.420125566635491,11.968068055219547,9.536777794567708,-8.883348324868734,-6.68085300703468
