dillingen,kempten,lenggries,dillingen_precip,kempten_precip,lenggries_precip
0.17075921458803878,2.5043069160496048,1.0112143989081877,0.9385361799537182,4.897026275794334,2.075169858931686
2.4384318165958287,1.8729249686966118,0.9199766486591773,6.020242861835042,1.4903993443169223,1.029729186388518
1.8231929018193584,2.0205794676215243,0.9930642197722485,2.6334913870908987,2.5813159006045385,1.2769737395540761
1.5074057303947594,1.7142195108191005,1.411420920294597,1.8258851075519065,1.145573331708217,2.522672709102421
1.3787832293203877,1.7203703496039418,2.3592208091190776,0.33924974092469257,1.988691461056508,4.17988949009309
0.7478542595350454,1.0934144138896205,1.379361454117208,0.33919258382921036,0.8327769147665054,0.6355096531278461
0.5654159508287973,0.7295621552955154,1.1839250017451666,0.11967753721736135,0.7166641174920212,0.8373341313406748
1.9987278590091724,0.910581190042894,2.630137237281196,4.022461728959879,1.7265892604774165,5.339758049032273
1.7218292325282913,0.9376585586927418,1.9124607353490466,1.838164307254529,1.378827015534065,1.7279269583564114
1.647894354718878,1.2550940661492014,1.156468508378501,2.4625001234091806,1.7327945871185788,0.3943713257168431
0.8257022102511378,0.8538135401485945,1.4399379264602419,0.041598615998277244,0.67559585752939,2.179474411447235
3.324294155376912,0.7358008224808734,4.48437140344418,7.007114950316624,0.9144364853077676,9.368893408052024
2.499137498715924,0.42085663723141453,3.5588898081659353,3.57285908670935,0.17525504763765445,3.4683426927836867
1.102402935871137,0.018266378235303526,2.748079551627466,0.477375250497894,0.10738470232703318,2.7388047670126907
0.8090966521143172,0.21200679908717754,1.74105247891608,0.4013579774993267,0.5846044704329963,0.46650559160929195
0.6271084158400857,0.06689292604841303,2.3289630412221025,0.4052228456645141,0.1542953332531426,4.177203290183495
0.8099830869138466,0.363292776163644,1.7411335825701129,0.7255074589209543,0.21912691271478293,1.4922051574194328
1.604443234873445,1.4972138165479354,2.800801091395344,1.487855661721709,3.352527753086699,4.4016826169561964
1.145742872087291,0.7693895615890204,1.9279027192466625,1.1310741335606733,0.07929889989024638,0.8004412572017534
0.8634262119813817,1.2143527997740509,0.8834180727833462,0.688445985107883,2.1514101120930937,0.12811951714757538
1.125280779791222,0.7322555327991905,1.1617785856276532,1.8927417477995974,0.6364413258044345,1.292435468752663
0.8695856402007855,1.9651970273086337,0.651049129016046,0.30046905745467734,4.104363859482238,0.6289766208529528
1.0117666740215867,1.5723595392406748,1.3816396382158438,0.6910310240048045,1.327146794055415,2.512141896097413
1.241449682651976,1.0824922548990323,3.2680909826712057,0.9125544364416941,0.729346430946071,6.298072423884149
1.2918234662503596,1.0698272247029588,2.388344076849152,1.21786937571955,1.4581246985679108,2.3486607047038865
1.9561102221275537,0.9098125596231779,3.063391568779842,3.075872022061824,0.9623977869682928,4.359565876594295
1.2350131440288663,1.0925481126235663,2.052928799533671,0.4454717242573806,1.661607578892744,1.2067007561489294
1.3436302771274669,0.8626645603961509,2.4058659024906897,1.4440583100662554,0.24327988165824438,2.953670352213667
2.3826436523352013,5.234003701463008,2.7180511306043846,1.7950094426195211,11.611964523068961,3.7035723572237376
1.5473093735315717,2.9469677974456108,2.4196634427453194,0.09512769951281709,1.108704899206723,2.4817966581267727
1.585180235434288,1.744115952559539,1.8925023784963395,1.8706660412992202,0.8561290430387399,1.4176479886478726
1.2832869765823909,2.0635133919874593,1.575343464649506,0.37392250395483284,2.4771964656418146,1.9662830999038703
0.9796935440579759,1.444426833010825,1.771013064587067,0.13452786175860848,0.9047971245221563,2.4113284391175975
2.725545723189389,2.103457701951419,1.2573801794526447,5.947375587013862,3.5828107242078593,0.5836061796400817
3.0857531388032537,1.6577672547150335,2.0632471306441786,6.741260684922345,1.2112645167291958,3.317038477581597
2.647022381709674,1.7440784233404358,3.3734914851807067,3.3046631456257534,2.5427796452827733,6.00448841921283
1.513248587898643,0.7584180010953689,1.985891480843768,0.7265757199375166,0.22735269629927832,1.2518719005121046
1.1825464252920446,1.8885714515753063,2.0207438180592634,0.20555463000501248,3.7431538167693517,2.4150728470276137
1.7053508049764152,2.1086116027135398,2.0935658036124956,2.3055015261973235,2.661477028176835,2.6713995055198647
1.224671713445179,1.2673661965537655,1.9337980171686886,1.1601816851707967,0.47579567100806,2.1708840818877095
0.9133673047404102,0.7147061285510065,1.7282911449380685,0.2603044679088973,0.3139767606606616,1.5842345761185472
1.1702242112554078,0.8248914380308359,2.5829101733641053,1.3670944562683003,0.7604497262860668,4.268183320644808
1.261907196486443,3.3079936533431673,1.6596891782460155,0.06998744288695817,7.46529373357045,1.1917749292875197
2.0786789595442587,2.0507722500893943,1.0344309891856052,4.800845774786048,0.5936651540032144,0.126098901211942
1.3194509615041823,1.1913226835503574,2.0313639370117187,0.5989155536813722,1.2180797988929064,3.722944315741655
1.4520738758640925,0.616020961471628,2.024139271902334,2.1725115971299607,0.06096011791416975,2.241600904767384
1.1912580897847957,0.634538675068728,2.5331852603575458,0.7470931633152473,1.0124309655175967,3.7843793377808868
1.1574943120261043,1.087934184574361,1.362760065303293,1.4682217918184572,1.694089190277588,0.2982705882246144
1.2115980504436137,2.8385906477838176,0.6202663109906104,1.582447595963595,6.12052505645797,0.06247147246947446
1.3139476986119616,1.9552702156411783,2.620417333410474,0.4087771990158115,1.4543845675879286,5.447583108799314
3.0768555448859174,2.289235783407324,1.616411586392199,6.985614265472453,3.4197027717913095,0.3196998262812758
2.4801513082420406,1.7812771336492432,2.1221120561326976,2.9844907542762815,1.5842899297589548,3.3178060954303255
3.0420103158259524,0.9860381495082541,2.603871979006286,5.610188838583165,0.08328010273239429,3.465584728826315
2.5488346994853655,0.8256143485624914,2.270849662705141,4.504303995068393,0.7566970427237912,2.46683893614696
1.5771138041394575,1.218762573463631,1.1189591436035353,1.82210882476655,1.7139198125075639,0.28142787627232135
2.5859057121951503,3.0152806738841043,1.4419353805972293,5.09887075853881,6.015365430208766,2.2016211536327384
1.618186435753714,3.1091919367493905,2.382424486601934,0.18531091790623125,3.9198407069898393,4.3980108240464775
1.0591521657641243,1.7515155420669115,1.6128891516147497,0.4362693892625349,0.5184629504253158,1.108620531088829
0.6349368990848924,0.9134037494846889,1.1365418226209227,0.09256393137366391,0.49720435385942635,1.0672226970398822
0.6747233388962528,0.47202712943448566,1.098080318102539,0.7870641736061736,0.44922167228534077,1.1698713800776226
1.138209779488212,2.1830260055173025,0.645837771870805,0.9842605835884372,5.114926202932435,0.17170821887594884
1.3371445531534791,2.613430393787957,2.065036013163738,0.6331208864176514,3.8301083996873926,4.45172166033044
2.247232630014387,2.6004999497091514,2.48260443569612,3.529115730481868,2.9822738641169213,4.067909678433391
2.4428554304120045,1.7590482333646724,6.153863577019086,0.8824539990597403,0.9975803959557424,12.340533526779
1.8385559739616117,1.3964335148934537,3.6728730890962753,0.6596056802684984,1.4038943919264006,1.759836321941041
1.5841206426273102,1.264726082457694,2.9956657749820907,1.564814166415492,1.248480472764516,2.78214460626602
0.8202657802720716,0.8493580401986857,1.6411031537439624,0.3037962956412577,0.5844463555197044,0.4529780481139324
1.765829892526941,0.9362325057469992,1.5340562894992247,3.2409671915494624,1.40650835381004,2.2024041879865854
0.8660566175139178,0.6303223390753538,1.6121927924186072,0.15495173762261802,0.06194248711129137,2.0981182527823634
3.422416075673191,0.5559991704359725,2.581422501320158,8.66829267917464,0.28269024893780836,4.629492195174127
2.620201165581048,1.9125604859898007,2.8081997927104623,2.958967552483023,4.353484294709679,3.553261647019108
1.7445142904387763,2.0996858404776373,3.741527167522428,0.4430788810117719,2.7860722076177082,5.576345859031942
